real,predicho
476.67,699.0186593314181
416.97,714.239453796188
409.78,525.0689573867434
521.12,683.3201745049053
858.51,584.207536951892
177.88,564.1800889324961
303.3,701.3707200493498
740.16,567.616297566304
346.9,593.6777056854701
227.26,543.1453119557062
429.66,716.8354079941215
842.89,569.7427010540416
420.26,696.0207649554247
507.68,706.1288415777361
1005.09,639.9080862368405
813.33,1146.0520714850466
179.26,693.2820521819169
486.64,706.9180654635554
880.12,604.9041022820811
1145.97,719.9556076879608
997.54,501.8471753077408
809.85,690.8004355972937
403.8,726.4319090974213
461.7,690.230899124391
364.27,517.1801023596101
224.68,480.9562754613539
1165.23,705.1899076312322
693.71,541.0280521071995
223.7,730.6092886545418
411.89,723.4885708095478
905.2,1157.392063861136
1452.5,1119.9586860043623
169.36,689.3111418795652
1154.91,709.6621058924882
1169.8,680.0178392347832
117.3,506.4589429437967
1998.01,1188.9478442361221
894.17,720.2121766630627
1080.09,732.4962407100031
720.38,676.0034753679824
893.32,735.4442706147147
614.58,716.3877266821639
420.07,756.2300157845997
272.55,574.1387740784709
406.73,600.17557732017
787.27,706.3207325226765
1830.77,1198.6280005678552
564.27,558.0743864064889
1124.13,704.8357648127763
464.15,1100.5798764406616
1293.49,744.6839019458546
969.77,549.9038433517624
496.29,703.5332461272591
884.28,712.8431009962887
970.41,580.6418095856046
422.75,550.374983504689
775.53,681.7503523994485
1283.95,730.7066024077608
1483.12,1108.638937622211
830.1,1143.0897137487268
274.46,709.9696245387227
861.37,740.7313079542822
577.88,1157.2156173212788
743.06,722.1303755319309
1202.15,719.0292026489735
239.24,1158.3506730971706
173.26,706.5359401420227
599.09,1122.5576377649031
1274.08,1155.6361668135419
677.04,538.5020342052719
805.08,718.3266831847501
203.25,548.4797472741022
819.25,1131.0314357762868
354.35,709.242976046228
584.98,721.7754504651252
826.05,727.9983015597596
488.56,680.0866973835317
973.41,1148.176918113763
297.22,523.3406504329871
267.71,682.0545525938905
154.03,726.8382165586747
196.92,733.1973910943929
664.38,680.1957611839244
800.98,719.4731388754549
201.36,1113.953955416554
643.62,588.1361220139001
1442.75,1133.65053497696
434.93,683.5179443581751
1260.97,1104.7516689753768
504.6,691.6048978758049
372.99,569.0711764297025
434.06,679.6222383966746
138.52,726.9200651318662
764.12,510.1994555200081
1481.28,1132.7409476448684
1153.62,1144.9379902927878
817.24,702.5134075289594
484.98,761.2605388214681
968.2,1185.3959181187815
1933.25,1107.6847619556995
1819.06,1090.2553844494905
1610.8,1162.7575306119363
917.48,495.96745939348
1178.82,761.5430735603145
789.43,672.3689367250928
701.89,532.981459977109
1072.26,1119.051578078584
369.07,754.6326038327834
739.4,556.8436969852598
610.95,555.4005789103325
867.12,671.2307944182573
176.38,547.8570348987653
445.84,562.481796947508
423.47,718.5106936034489
1038.92,1132.9229607038906
786.98,779.107050921114
651.66,559.5184008488079
253.95,554.2110292157738
1095.5,690.8576999680022
1870.84,1135.5103032419895
362.89,756.0295433421136
138.21,718.135640591503
679.66,1128.508894845987
737.22,741.6143983849115
1282.66,730.7929327186532
298.27,696.689329154
1156.25,750.1331133519834
622.56,701.1069814137844
1284.05,732.3608819140209
1233.4,744.4859413506223
310.22,722.3339693481008
1892.49,1094.0800823937861
744.38,752.7906243322226
250.82,724.8555169336164
764.69,1140.8502692902005
901.87,1129.6945507644605
800.22,517.9501383338968
886.3,705.1305429017114
1223.01,1135.744697986257
466.0,706.4125741961655
286.83,682.76680820507
1342.06,1112.9853397818918
1169.22,706.6084476224238
1335.33,1153.978737786993
1254.13,739.7483416382371
559.08,712.2474934377543
793.86,669.8728570229321
132.78,672.8494571048332
997.8,569.643738969947
1423.84,1120.5104369186338
875.6,701.207189187511
462.83,1156.5204553391457
1220.02,699.6869115949685
1085.08,729.265930553566
462.54,674.947093527167
372.71,732.5590723051212
528.51,719.7552305382256
1074.91,1165.16649304016
716.72,706.9611826226903
971.26,728.4249519714272
233.79,711.2538629030934
621.97,564.7545365111079
658.31,1141.3442301905236
890.66,702.8558893723639
779.8,507.8696509510032
714.28,530.6269609411311
1216.36,1137.1010748621286
524.93,689.8687291875103
702.3,709.9370702626754
1144.31,725.1916495300397
156.33,733.9047036838135
1157.58,1124.5524478193643
708.82,751.0423102882437
1984.11,1157.4895555242795
977.98,661.226095502059
543.05,670.0884708499327
658.42,672.9512628020228
860.09,706.8913242306235
471.72,710.1162898296939
1655.3,1101.4286753177732
853.84,753.6397617367945
1059.16,733.1596150816956
830.99,520.1374119408
502.95,1139.3339963499163
706.49,741.8475415575101
964.57,723.1834087563702
869.33,552.896116633347
1451.01,1150.7686586619482
334.65,720.05345965523
889.91,1154.183895467053
859.52,720.9319800758349
362.43,748.0081095517077
1688.33,1114.5964767115752
460.76,508.04787516338104
1273.75,707.2133635984235
191.78,699.625561155997
843.91,716.8597343336405
880.75,705.0957766063268
249.43,659.3425865921511
416.54,500.64835961457277
987.25,729.4963041458818
772.35,1137.3562997268875
1097.72,751.6832246683991
777.6,592.600274043036
269.64,1196.0827034017527
464.05,728.0249237472973
393.58,672.4954245785293
1026.32,701.0442712398803
586.98,1121.000337919834
1177.38,698.3929918451839
562.27,707.3856400569903
338.83,742.6254021484156
1164.45,714.7055903517946
590.62,688.7041445724053
698.1,691.8513013349786
1914.32,1176.4038171266511
1684.07,1154.0522710887924
331.18,698.5807196492824
1279.45,667.3486638248487
592.81,672.0594403553164
136.9,705.8736725187575
206.64,1147.1501024045535
326.57,716.1788873409776
294.23,565.6046309523749
439.65,674.8394040187156
155.69,708.7377924025861
273.47,737.1755604223281
964.24,697.0559114296273
310.88,694.756466729078
1112.0,706.8672412854528
399.03,731.2424278206338
812.65,1098.6682049060562
797.77,762.0370409124782
1147.94,729.6605410566231
724.41,720.9917920308627
334.51,725.7225526965412
485.91,720.8337125434505
165.11,487.0937559197772
220.46,1139.5741452499494
1138.92,713.869341430349
506.19,549.5751196864678
966.29,548.0847336325904
688.31,1097.8802403723892
861.06,708.250323084966
1199.99,716.7579567199873
430.23,758.7698140552299
734.45,604.3740791353335
702.19,683.694736563798
1755.4,1090.4526681801678
820.65,554.813421116591
1785.65,1089.6992981029607
704.46,529.4539324236255
377.0,593.2021736314646
456.24,1110.3743890922385
1233.1,721.4026910130196
692.74,725.6524319494351
188.38,549.4589955733645
708.54,698.306851425519
992.83,728.0979210772321
694.11,701.7945113121575
480.89,724.6376449782591
196.53,691.7220559060561
752.89,714.4749179344146
802.06,1142.6380007309406
573.98,1134.5581070322844
1224.94,760.6813217663527
624.66,747.1449397193154
555.43,1178.8552901555922
772.38,718.335621822481
506.12,689.8054715211997
1691.66,1143.4516621297253
538.59,736.8435752281346
506.64,542.0934413708787
814.42,468.41909976488444
410.95,517.3805726032789
1073.1,680.8640968133403
1030.81,749.5207414410233
1013.79,715.6175312178407
781.57,715.0923287350711
443.54,718.371160571984
728.71,1136.7470228530533
1867.22,1105.3597730749843
1211.25,723.4919724566337
770.35,747.7618026734722
683.72,714.319785706642
645.06,556.2619018037036
855.2,711.3236819608617
359.51,727.9163272543337
1049.47,1137.8390836141964
1801.85,1105.086493868749
325.46,565.6600440746054
338.73,691.5033400609292
994.62,563.3406096871513
1091.86,725.6364745859343
599.69,588.0305293110432
278.21,667.7386919570265
561.19,555.2355314673741
920.37,1112.2924084720325
921.97,712.5717537908793
1208.61,696.0483872074308
961.73,688.4987842499693
869.16,571.6452944423039
427.04,753.8933034320883
390.29,585.686783666866
1344.83,1161.1072325854836
472.02,686.8099545418486
307.01,736.0363899769809
1232.47,1114.346909818393
328.83,532.5911410247191
1657.03,1118.9140769343533
1041.52,1115.1711071375576
152.94,550.2058013108061
467.86,524.9207643925581
1190.44,725.0568214491084
857.09,731.6572961362131
366.51,693.691496169199
547.5,684.3571082656421
758.38,683.4409251920374
836.4,732.3208628607636
598.57,729.9588234130576
677.4,667.9024788751522
1242.56,1197.7128610679385
815.24,724.2574698182278
980.7,716.755133213188
970.26,1135.964151269214
767.66,680.4740037148063
819.09,518.0591193008339
1776.76,1125.0365912898621
996.17,1136.6262397743978
1203.33,767.9028103358532
484.74,705.4015306964873
743.13,721.7045591924151
1168.04,1123.3795193032684
632.3,688.1357544428104
1137.08,726.9003822180503
422.62,720.4059902216572
1138.01,750.1912552761405
269.46,537.7455355440069
437.79,746.2340286429828
776.81,719.2346762914244
314.15,722.5754475533913
809.95,1151.7055462131252
1826.58,1145.6323586151705
245.88,747.1894926565622
1082.84,730.9656543330073
1292.66,1109.3118196465102
285.06,523.3995359974989
911.03,1144.6273194829114
518.14,560.3412377268103
1097.11,697.3228921387959
930.11,668.7452548884962
1073.74,1131.882449785933
1026.93,731.5989103432094
1394.01,1076.4943574670594
935.54,536.6473281332628
890.6,615.525582743538
532.29,1132.9382284617373
250.15,543.30053888669
353.26,1149.97205477401
1157.8,726.9978537074853
337.52,1185.1642276112473
1532.49,1100.326156408378
604.42,721.8096181418955
682.4,683.7870215059256
740.69,709.7422187220973
750.54,1132.785351122836
317.98,686.3801104034856
521.85,523.2137289170091
318.63,1094.0102955536217
1021.16,700.3480534882863
332.71,555.4951084100669
594.8,714.450160437712
559.38,729.7598598808377
232.59,730.6448661708213
840.59,590.188057797037
659.98,1134.2109006274288
263.61,1151.371699473367
780.38,1128.5496190491376
836.52,767.2712921203718
1027.9,767.9658023675634
848.65,693.7767694849429
380.61,1163.283014172579
740.38,1140.1032880106825
413.03,691.5185001205068
844.09,553.3412315874818
1031.24,721.2822680910374
635.61,693.1743823623692
1130.49,721.0310747663613
444.29,567.3446253406021
806.0,532.2075447305454
359.58,557.9130613920813
1672.52,1162.4037656249334
499.48,1175.708261892822
468.59,753.4892191833853
1137.77,700.6545353789763
1019.99,679.6171971461936
309.95,582.531036934178
413.44,668.9670508282702
720.76,785.1454585114227
409.2,710.8528186694296
577.34,710.1642332131621
1194.79,744.0456262241055
315.19,747.0878655379879
595.62,543.8228587646754
412.17,1065.6570722719644
522.71,567.2270799414819
276.21,567.0278652580872
1131.11,744.4615109256406
1632.4,1145.4484508061348
550.89,725.9829375198572
359.53,579.998314419302
1815.98,1133.264855151489
799.6,746.267084502246
998.38,727.1370824330223
230.84,1160.0349112548795
1270.0,699.87814347317
991.93,561.8467642559363
220.49,1125.3096565868739
1485.93,1108.330988424835
318.78,736.8435752281346
419.21,556.7037008135089
562.6,1099.3034444893256
845.03,689.8936385076095
1736.21,1135.015430357994
139.03,529.514595283958
1120.8,1077.2380299540366
795.89,733.4489399557423
137.74,719.3263116966496
332.61,731.0080422361564
331.33,742.2790725744904
437.47,676.9279465001907
773.21,676.8244002317181
1061.68,733.5661806226856
420.98,738.4110291834993
707.35,547.1377246938821
845.25,705.4714826301392
326.35,500.66961882983753
164.66,586.5047675407391
958.26,746.8082488934315
609.74,726.2810421510651
1502.47,1108.775642298567
366.29,554.4848403240399
348.53,540.7800277968736
682.22,1091.6523889290415
623.14,715.0967884843006
602.52,570.3611863871831
526.58,761.2036131958193
900.87,753.9620018174448
275.09,738.615028057739
426.24,503.37403224830575
427.01,730.3696676060719
640.1,669.473941228892
872.48,1139.5176271242126
558.62,691.3863841867997
187.08,706.3336681488546
902.27,722.0780471636215
769.32,591.9898388193294
1127.64,697.3896188804327
945.07,724.2506810675734
523.57,514.7312968932883
1224.93,730.0242259117881
1090.54,696.2162904122331
172.56,680.1063878167752
819.79,724.2066872170267
374.79,1111.6060608814869
799.91,729.1477903102149
954.32,726.2941993663393
989.58,724.2116527638847
205.47,721.8236137281723
1225.9,1131.5697253558715
683.5,732.8825258823906
535.2,691.5958027867716
341.63,529.1243051309538
1330.85,1139.5015815539396
658.32,723.7960403194858
630.39,1129.7849033640869
1461.68,1143.3776469665556
168.51,558.6451114948904
451.79,716.1186252189927
1192.03,1134.135556105432
576.67,712.2520617829156
957.28,711.4619806404723
845.7,754.0144111432891
856.09,571.9857103202223
435.96,679.4108520776149
378.28,1142.4289432650753
215.03,742.2891951207862
336.95,541.8324609446926
508.06,1109.7504322346113
1164.06,717.269791866571
679.83,735.8286867942514
696.62,676.3470881561516
253.39,578.782521359178
222.63,554.9007221994116
773.29,1138.2512936268797
681.77,749.0676678148086
583.39,744.0013561596377
658.7,614.877943079148
505.73,776.4878602751266
1189.95,1143.8922992654573
1945.06,1134.9182102284065
415.5,720.3061743029946
770.5,492.96070121182254
373.52,1100.8493044684024
910.12,730.1120397434513
344.11,534.9629515498959
1483.03,1145.220143172657
288.2,548.4785777150712
1723.29,1153.6295306849813
691.71,715.4515209345114
238.65,718.2202919395615
711.79,493.74029325250854
287.19,769.104630172903
558.2,557.1125052043325
977.41,544.0830825363114
1175.35,1209.8630541840005
975.41,1137.3855354980697
320.31,554.6987266693121
401.59,736.776754927279
930.1,571.9500545044671
609.62,1100.8545643587795
243.84,546.3800870448476
171.43,544.5549859625047
719.43,705.649447221745
571.9,679.0218466318418
828.83,697.7440280912497
827.73,561.8740360709309
294.78,689.1063734252618
136.08,695.7649080515771
618.83,1079.977971922834
873.47,675.471170981829
543.8,675.0372726308836
740.85,1143.1764115121043
1196.63,1134.3468762520215
603.3,573.0786768247766
1618.69,1151.7453138615037
942.55,510.42817657646935
1706.77,1136.6517865417393
1985.12,1117.7246491930193
445.82,708.7843551970068
888.98,566.3713456232006
1168.86,745.4275747414397
218.47,721.9913667691934
145.81,538.1627476207634
536.29,752.9380320062862
286.85,1162.7869873066727
530.74,541.9980278684313
1267.03,672.1937097383454
1091.88,736.7796628648639
808.09,1144.2687738295015
823.52,717.1832184609648
1137.8,1198.0805884354677
614.01,702.1037249411
732.74,719.016172747189
265.38,720.4050658130391
999.28,695.2010764236034
1058.98,665.3274824834612
424.9,700.9597112752351
725.51,532.9490057229668
889.38,738.1212479886831
278.79,704.781200826691
1336.34,1150.6021302710997
1929.62,1116.0096503581988
368.5,729.2355401899556
1521.18,1137.1179590809957
953.45,549.3221677142658
1170.8,1114.4241113433875
1996.87,1154.3762855136767
526.37,714.7303875425263
533.06,711.6200913657457
243.05,1104.5563390142934
1085.26,729.8366312341287
508.09,543.8316252698712
1030.92,770.2455402494847
1029.36,1132.767727082345
347.76,774.6972773501049
353.15,1138.658866420093
725.29,1126.7530244056668
935.0,594.329108540572
497.87,702.1032057392026
270.2,514.7988618875216
858.27,723.3616720879861
1639.47,1157.5321728046101
475.29,591.9686097452689
1492.76,1124.688264373075
214.12,725.7598244654681
676.27,713.7455750128499
591.2,552.1755148580723
528.18,1123.993446959623
210.44,675.496860313296
1233.54,707.9349783485784
978.23,1136.195616007956
887.69,751.7972141585485
477.18,1138.2738826323298
495.68,547.6154094374715
1639.44,1191.3377845197238
910.61,735.9031781218977
864.97,718.8169858344161
591.06,689.4077731887137
549.16,755.6892486490851
445.44,720.5237498993804
1039.79,1131.8074147954055
1255.55,699.6368672729664
947.68,547.1265983186818
609.26,558.7187574563064
314.76,537.9852702582941
254.86,719.296110812538
708.62,722.2299392159314
1171.55,708.9745951945852
974.31,535.4449657755133
342.64,1148.3639108362702
488.16,712.5035418545579
800.13,570.6149144277783
1253.47,624.9897406824223
923.5,766.9522635062065
595.03,716.955248461896
802.42,550.1718453664926
401.6,551.5742894342709
712.17,526.0704419960526
572.19,780.824402167823
966.0,721.3135658282341
547.14,712.0121535932208
302.11,689.8334881241595
593.59,701.7607022393424
867.29,693.042942585229
1488.3,1162.7238280989584
420.69,720.5493538986475
1279.22,712.2280469807699
256.14,529.9125707959599
681.19,719.0892637193588
1181.42,716.458928857019
1502.62,1135.3914855751202
479.49,543.7840206610479
238.34,578.6427808767074
1191.76,741.099404018547
1137.24,1091.7926329737602
845.6,561.8784262884249
1178.68,1158.32942270784
479.79,570.4578650639921
935.64,719.0638810765697
402.89,708.5271431130225
1377.12,1093.7008780896278
473.93,1071.3304809201893
1005.05,756.230025797109
959.02,492.453894373093
843.89,744.0662199162941
1663.61,1158.503307466482
593.01,539.2735820581155
997.88,721.6308289429957
379.4,1111.3997086317713
1047.81,731.0354868490228
217.56,704.6031630557521
985.56,727.4797615498699
465.84,545.3024673744703
861.85,690.7952312170545
892.4,708.3359201692192
956.39,549.2119865588157
401.3,1192.00895275843
407.31,1140.8633432682254
555.36,681.0143930027732
1251.68,759.5885859497537
418.31,506.76116283509657
1105.35,701.4587938720362
679.02,723.2439763585694
396.59,1091.0838104291374
718.86,711.0213455921455
1483.29,1120.4494748169209
382.85,745.5255827219003
242.7,696.9573385017216
170.16,733.3840304803105
857.7,1109.0151952902863
886.94,492.4143926077096
179.09,741.8631456584294
229.21,733.6205638720636
1325.0,1183.8738648183376
1455.54,1133.4767881856346
476.34,732.5370274874113
216.69,691.3049823647834
1260.89,721.5043416654235
850.91,684.5695661410399
636.24,713.2668095717245
794.83,713.2963337913366
1187.19,1157.4310691077303
1083.79,1182.5282644652557
970.65,715.696072647955
419.7,716.3278186665495
434.68,770.1203468752556
1256.08,738.3483293160891
938.44,546.8013031525753
679.12,1143.6692620954186
340.27,727.1379202916414
876.59,1090.239633381719
1791.88,1136.9035013662399
603.49,544.7854569909784
689.72,1126.2971086246066
1287.31,720.3759115670007
306.15,721.9506690058429
487.67,1093.537493816524
832.47,585.874655927941
986.33,1158.927168399977
202.8,720.6073179149927
583.5,758.8201196219806
483.99,714.3141890238909
174.03,731.1872632394951
958.22,720.7185297181466
514.13,1068.2848361291747
464.32,711.447344085404
1682.08,1134.3661334400217
148.21,724.3687835327712
1099.96,707.8180014832947
462.61,556.2814358158689
887.14,1141.7705437883585
814.96,759.0446836681604
240.72,726.2826999154154
506.52,708.0866447871636
984.86,516.9657675513794
217.52,1129.3597259338883
551.53,589.082972105631
218.68,714.982169981143
525.33,701.2838974415754
1217.81,719.8498914940009
618.39,689.7636166618486
237.18,526.4757721274088
985.48,753.4906439994877
535.99,552.2839153636658
339.86,773.8457506245102
550.19,708.846380560188
757.05,1139.672501784315
281.51,1151.793895469182
359.86,700.8310883560258
846.78,511.01693974039847
119.32,546.3766876091304
646.26,724.9699525397979
642.77,550.0527015066546
951.12,729.3452678626174
1177.36,732.9116995874454
609.89,708.2419406304286
1079.5,682.853869484391
384.0,702.9507612501206
446.01,1124.8437537795205
732.18,572.9715779931136
1311.79,1146.9593191379558
264.79,703.7809919339513
1870.7,1110.3072211478757
853.34,544.6054264607775
598.24,756.253939558452
1246.01,718.8731542362132
1068.82,744.087481205659
375.97,687.0877699569176
661.71,707.6519092221085
411.02,518.7459082613076
1139.42,697.0587396086094
1278.17,738.270497307668
1161.12,718.6839262942713
182.24,722.1471491485561
811.2,694.9211103135691
697.08,697.9029873538508
184.49,718.4179770529212
260.72,524.8552857454633
187.42,689.08775791844
379.35,710.4090488317836
977.18,1160.753228728842
1729.82,1120.9269893585258
727.71,717.2605799515627
1139.85,710.9725501365318
699.69,533.2865930008677
1713.12,1134.6265648801561
393.86,571.6599930679947
708.62,743.053849550826
682.26,680.4422134801323
1028.86,1136.2696970925444
1522.56,1125.7159015260136
1095.17,654.2088100821401
261.59,593.5426469891718
606.49,1185.164268387759
758.44,550.484090360814
154.84,553.1435420760806
688.61,728.1156200586963
1758.72,1097.6675595113268
804.23,719.1888090113076
937.84,719.9076030852507
232.09,1130.9420941244216
582.37,720.288307168008
1287.72,717.5428361770381
1940.19,1155.2514164420604
587.46,562.1054002157923
1207.09,653.1359086242971
235.05,662.0332937604848
918.25,1119.7853519498096
998.1,739.3267489590357
244.22,552.5405093531574
1808.53,1170.0063414058657
378.75,723.352754782451
1256.24,1132.5271084478609
1989.48,1128.524079968137
566.04,519.9485913174171
382.67,752.2186764589412
994.71,1103.8249450409671
1963.45,1082.295144475289
1005.6,687.8126170549956
715.43,519.6833384661154
1217.57,725.337049743808
538.51,729.033428213324
1241.63,1099.8787988741428
1243.51,717.0303211650453
1088.26,712.2421435749252
1761.28,1129.1151101381697
1478.88,1065.728023253641
166.87,562.0740582771588
752.88,684.2264939633515
629.3,552.0079722363287
1976.43,1144.457669833633
750.1,713.433098280896
592.38,646.2899775605688
768.84,771.2150620832297
277.45,1142.600131147862
825.44,1128.6414495635795
659.02,566.5244673419074
1247.47,732.2569403940594
217.44,715.832889096327
471.79,721.8002901561171
1152.88,740.7346733672073
457.43,713.6048798148611
383.75,686.3495849413775
1934.59,1130.8818992365345
293.8,717.7285124289108
1071.19,666.4953939595591
724.34,569.6455069450243
166.17,551.380506653182
397.72,724.6426865986725
1214.33,1157.3889807778148
644.14,721.1318598215379
737.08,704.6290949933318
590.86,729.7694779697747
885.1,696.2641258126241
1459.16,1161.8693486981633
539.63,537.6543856922274
1772.77,1164.63057581282
915.69,729.2014970706501
220.3,707.0814415355601
142.81,559.2480450738703
999.17,536.7274442075205
582.37,678.4654347319936
660.63,544.1702427265684
176.88,754.9869067216143
1735.05,1170.7177148272594
1664.12,1139.0693973913424
303.98,537.9545416778037
254.89,706.0145563993676
812.06,740.6315967133248
1092.75,705.2444884741737
1117.83,721.5005713092373
739.12,710.4860970870616
1085.21,728.2657351175947
668.73,726.7370092950405
665.77,709.3634324387972
1701.99,1091.184869149017
833.34,567.2104702729159
724.99,744.693743355366
971.57,705.2135406686459
543.65,582.3852760418827
274.68,540.9986902392035
